id,year,lwage,wks
1,1976,5.56068,32
1,1977,5.72031,43
1,1978,5.99645,40
1,1979,5.99645,39
1,1980,6.06146,42
1,1981,6.17379,35
1,1982,6.24417,32
2,1976,6.16331,34
2,1977,6.21461,27
2,1978,6.2634,33
2,1979,6.54391,30
2,1980,6.69703,30
2,1981,6.79122,37
2,1982,6.81564,30
3,1976,5.65249,50
3,1977,6.43615,51
3,1978,6.54822,50
3,1979,6.60259,52
3,1980,6.6958,52
3,1981,6.77878,52
3,1982,6.86066,46
4,1976,6.15698,52
4,1977,6.23832,46
4,1978,6.30079,46
4,1979,6.35957,49
4,1980,6.46925,44
4,1981,6.56244,52
4,1982,6.62141,46
5,1976,6.43775,50
5,1977,6.62007,46
5,1978,6.63332,40
5,1979,6.98286,50
5,1980,7.04752,47
5,1981,7.31322,47
5,1982,7.29574,49
6,1976,6.90575,44
6,1977,6.90575,47
6,1978,6.90776,47
6,1979,7.00307,47
6,1980,7.06902,44
6,1981,7.52023,45
6,1982,7.33889,47
7,1976,6.1334,46
7,1977,6.17379,48
7,1978,6.21261,49
7,1979,6.31355,46
7,1980,6.37502,47
7,1981,6.44572,47
7,1982,6.52209,48
8,1976,6.3315,51
8,1977,6.40357,50
8,1978,6.54391,50
8,1979,6.56244,50
8,1980,6.59167,44
8,1981,6.81783,51
8,1982,6.89163,51
9,1976,6.55108,50
9,1977,6.55108,48
9,1978,6.80239,50
9,1979,6.90776,48
9,1980,7.09008,48
9,1981,7.17012,44
9,1982,7.20786,48
10,1976,6.39693,49
10,1977,6.43775,47
10,1978,6.43775,46
10,1979,6.43775,44
10,1980,6.52209,43
10,1981,6.61338,34
10,1982,6.73934,40
11,1976,6.65801,47
11,1977,6.72623,48
11,1978,6.80239,45
11,1979,6.90776,45
11,1980,7.03966,47
11,1981,7.12769,17
11,1982,7.24423,47
12,1976,6.55108,47
12,1977,6.62936,46
12,1978,6.72263,47
12,1979,6.7334,47
12,1980,6.72263,47
12,1981,6.95177,47
12,1982,7.05272,46
13,1976,6.90575,48
13,1977,6.90073,48
13,1978,7.17012,50
13,1979,7.26543,48
13,1980,7.25912,48
13,1981,7.25488,46
13,1982,7.40001,46
14,1976,6.80239,45
14,1977,6.80239,45
14,1978,6.9256,45
14,1979,7.00307,44
14,1980,7.1309,44
14,1981,7.12448,44
14,1982,7.12287,44
15,1976,5.94017,50
15,1977,5.86079,46
15,1978,5.99894,48
15,1979,6.0845,46
15,1980,6.39526,48
15,1981,6.47697,41
15,1982,6.47697,48
16,1976,5.97889,50
16,1977,5.78383,50
16,1978,5.85793,48
16,1979,5.95324,48
16,1980,6.14633,50
16,1981,6.17587,50
16,1982,6.38856,49
17,1976,6.62007,49
17,1977,6.49224,48
17,1978,6.77992,49
17,1979,6.74524,50
17,1980,7.09008,51
17,1981,7.1309,46
17,1982,7.1309,47
18,1976,6.90575,47
18,1977,6.90575,46
18,1978,7.6009,47
18,1979,7.64969,47
18,1980,7.71869,47
18,1981,7.78322,48
18,1982,7.80384,47
19,1976,6.38688,37
19,1977,6.47389,49
19,1978,6.54247,50
19,1979,6.67582,47
19,1980,6.7417,47
19,1981,6.83195,25
19,1982,6.93634,40
20,1976,6.78333,50
20,1977,6.85751,49
20,1978,6.98472,49
20,1979,7.0579,48
20,1980,7.20564,48
20,1981,7.10988,49
20,1982,7.26683,48
21,1976,6.05912,42
21,1977,6.05209,46
21,1978,5.99146,49
21,1979,6.21461,49
21,1980,6.32436,48
21,1981,6.44254,45
21,1982,6.44254,42
22,1976,6.59987,46
22,1977,6.59987,45
22,1978,6.68461,44
22,1979,6.72743,46
22,1980,6.88244,47
22,1981,6.95655,51
22,1982,7.04752,47
23,1976,6.90575,50
23,1977,6.90575,50
23,1978,7.49554,51
23,1979,7.66153,50
23,1980,7.86327,48
23,1981,8.03916,47
23,1982,7.89357,50
24,1976,5.43808,30
24,1977,5.52146,51
24,1978,5.57973,51
24,1979,5.66988,52
24,1980,5.73657,49
24,1981,5.84354,51
24,1982,5.85793,50
25,1976,6.52942,37
25,1977,6.57925,39
25,1978,6.71538,40
25,1979,6.68461,38
25,1980,6.79122,38
25,1981,6.97541,39
25,1982,6.90776,41
26,1976,6.47697,48
26,1977,6.55108,47
26,1978,6.86693,49
26,1979,6.85646,48
26,1980,7.27932,47
26,1981,7.54961,47
26,1982,7.36708,48
27,1976,6.01616,50
27,1977,6.90575,52
27,1978,7.04752,48
27,1979,7.26193,50
27,1980,7.09008,50
27,1981,6.96319,45
27,1982,7.31322,23
28,1976,6.7334,50
28,1977,6.69703,50
28,1978,6.68461,50
28,1979,6.74524,50
28,1980,6.73102,50
28,1981,6.80239,49
28,1982,6.74524,49
29,1976,6.90575,49
29,1977,6.90575,49
29,1978,7.06219,49
29,1979,7.57558,49
29,1980,7.67322,50
29,1981,7.47307,49
29,1982,7.56008,49
30,1976,6.19644,47
30,1977,6.29895,47
30,1978,6.3315,48
30,1979,6.36303,49
30,1980,6.48158,49
30,1981,6.57786,45
30,1982,6.64379,49
31,1976,6.90575,48
31,1977,6.90575,48
31,1978,7.31322,48
31,1979,7.24423,47
31,1980,7.48437,43
31,1981,7.54961,47
31,1982,7.61332,45
32,1976,6.90575,50
32,1977,6.90575,49
32,1978,7.46737,49
32,1979,7.40853,48
32,1980,7.60589,49
32,1981,8.04879,47
32,1982,7.74066,47
33,1976,6.90575,51
33,1977,6.90575,47
33,1978,7.17012,51
33,1979,7.27932,47
33,1980,7.24065,48
33,1981,7.37776,50
33,1982,7.46737,49
34,1976,5.7589,48
34,1977,5.86079,48
34,1978,5.82305,48
34,1979,5.94803,49
34,1980,6.24804,50
34,1981,6.20658,48
34,1982,5.98394,46
35,1976,6.51471,30
35,1977,6.6107,49
35,1978,6.39693,48
35,1979,6.75227,49
35,1980,6.88653,34
35,1981,7.01212,48
35,1982,7.02554,45
36,1976,6.62007,52
36,1977,6.77422,47
36,1978,7.1309,50
36,1979,7.08841,50
36,1980,7.1309,48
36,1981,6.90776,50
36,1982,7.18007,41
37,1976,6.90575,52
37,1977,6.7417,47
37,1978,7.00307,50
37,1979,7.1309,49
37,1980,7.14283,50
37,1981,7.28276,48
37,1982,7.40914,49
38,1976,6.05209,48
38,1977,6.05209,49
38,1978,6.05209,48
38,1979,6.36819,48
38,1980,6.43615,49
38,1981,6.54965,48
38,1982,6.52209,49
39,1976,6.47697,47
39,1977,6.58617,51
39,1978,6.47697,48
39,1979,6.52942,50
39,1980,6.80239,50
39,1981,6.77992,52
39,1982,6.80793,51
40,1976,6.35784,47
40,1977,6.49979,39
40,1978,6.58203,32
40,1979,6.69456,35
40,1980,6.78784,47
40,1981,6.90776,45
40,1982,7.35819,47
41,1976,6.90575,50
41,1977,6.90575,50
41,1978,7.37776,50
41,1979,7.49109,50
41,1980,7.57558,50
41,1981,7.52833,48
41,1982,7.745,47
42,1976,6.2186,38
42,1977,6.49375,41
42,1978,6.58064,51
42,1979,6.6896,50
42,1980,6.79347,42
42,1981,6.92461,50
42,1982,7.02554,49
43,1976,6.68461,49
43,1977,6.84375,47
43,1978,6.90776,48
43,1979,7.00307,49
43,1980,7.1309,46
43,1981,7.40853,45
43,1982,7.43838,49
44,1976,6.90575,48
44,1977,6.90575,48
44,1978,7.20786,48
44,1979,7.31322,47
44,1980,7.43838,46
44,1981,7.49332,46
44,1982,7.6009,46
45,1976,6.22456,49
45,1977,6.33328,50
45,1978,6.30992,50
45,1979,6.47697,50
45,1980,6.63332,50
45,1981,6.68211,50
45,1982,6.65286,49
46,1976,6.12687,42
46,1977,6.23245,44
46,1978,6.32615,48
46,1979,6.32436,47
46,1980,6.4677,48
46,1981,6.60665,47
46,1982,6.55108,47
47,1976,6.90575,48
47,1977,6.90575,49
47,1978,7.04752,48
47,1979,7.09008,48
47,1980,7.20786,48
47,1981,7.11802,47
47,1982,7.09008,48
48,1976,6.90575,50
48,1977,6.90575,50
48,1978,7.1309,50
48,1979,7.22621,50
48,1980,7.1309,48
48,1981,7.31322,41
48,1982,7.43838,49
49,1976,6.90575,47
49,1977,6.90575,46
49,1978,7.6009,47
49,1979,7.67601,48
49,1980,7.7021,47
49,1981,7.69621,49
49,1982,7.82084,48
50,1976,6.27099,50
50,1977,6.39859,45
50,1978,6.48311,43
50,1979,6.55678,48
50,1980,6.65544,46
50,1981,6.74876,32
50,1982,6.84907,28
51,1976,6.90575,45
51,1977,6.90575,48
51,1978,7.6009,48
51,1979,7.64969,47
51,1980,7.82405,48
51,1981,7.86327,47
51,1982,7.91936,44
52,1976,6.90575,46
52,1977,6.90575,49
52,1978,7.24423,49
52,1979,7.1309,48
52,1980,7.46737,48
52,1981,7.6009,48
52,1982,7.64969,49
53,1976,6.43615,47
53,1977,6.90575,49
53,1978,6.95655,48
53,1979,6.95655,49
53,1980,7.06048,48
53,1981,7.20786,47
53,1982,7.20786,48
54,1976,6.51175,47
54,1977,6.5903,52
54,1978,6.68461,51
54,1979,6.74524,51
54,1980,6.8977,49
54,1981,7.0775,49
54,1982,7.10003,50
55,1976,6.65415,49
55,1977,6.85013,49
55,1978,6.85646,49
55,1979,6.92363,47
55,1980,7.04141,48
55,1981,7.1333,47
55,1982,7.20786,46
56,1976,6.10925,51
56,1977,6.16331,49
56,1978,6.33328,52
56,1979,6.33328,52
56,1980,6.43775,48
56,1981,6.58617,50
56,1982,6.53379,50
57,1976,6.04025,47
57,1977,6.28972,49
57,1978,6.01616,49
57,1979,6.57786,49
57,1980,6.55108,47
57,1981,6.53233,48
57,1982,6.31355,48
58,1976,6.55108,49
58,1977,6.68461,48
58,1978,6.69703,40
58,1979,6.90776,48
58,1980,7.00307,48
58,1981,7.1624,48
58,1982,7.1309,48
59,1976,6.90575,48
59,1977,6.90575,49
59,1978,7.34601,48
59,1979,7.43838,47
59,1980,7.48156,46
59,1981,7.6009,48
59,1982,7.64969,46
60,1976,5.97635,46
60,1977,6.04025,39
60,1978,6.04025,44
60,1979,6.04025,49
60,1980,6.1203,48
60,1981,6.2186,47
60,1982,6.1717,43
61,1976,6.78559,50
61,1977,6.88857,51
61,1978,6.88755,51
61,1979,6.96885,50
61,1980,6.85646,22
61,1981,6.73815,41
61,1982,7.1309,26
62,1976,6.58064,50
62,1977,6.83518,50
62,1978,6.91274,50
62,1979,6.95845,50
62,1980,6.9256,49
62,1981,7.23778,49
62,1982,7.2724,49
63,1976,6.90575,50
63,1977,6.90575,49
63,1978,7.49554,50
63,1979,7.54961,49
63,1980,7.52564,49
63,1981,7.72886,48
63,1982,7.36645,50
64,1976,6.35611,44
64,1977,6.42162,46
64,1978,6.47697,49
64,1979,6.53669,48
64,1980,6.55108,45
64,1981,6.68461,47
64,1982,6.80239,50
65,1976,6.55536,46
65,1977,6.62274,44
65,1978,6.72263,45
65,1979,6.77992,46
65,1980,6.93828,36
65,1981,7.03439,45
65,1982,7.04578,45
66,1976,6.3081,49
66,1977,6.39693,49
66,1978,6.51767,47
66,1979,6.6107,49
66,1980,6.68711,47
66,1981,6.77079,44
66,1982,6.85646,48
67,1976,5.96615,50
67,1977,6.02828,50
67,1978,6.15273,49
67,1979,6.21461,50
67,1980,6.30992,50
67,1981,6.44572,50
67,1982,6.47697,49
68,1976,6.45834,40
68,1977,6.50728,47
68,1978,6.56808,42
68,1979,6.66823,45
68,1980,6.75577,47
68,1981,6.80239,47
68,1982,6.95655,46
69,1976,6.40523,49
69,1977,6.55678,46
69,1978,6.62007,47
69,1979,6.62007,47
69,1980,6.70319,47
69,1981,6.83518,48
69,1982,6.93049,48
70,1976,6.47697,49
70,1977,6.47697,48
70,1978,6.62007,49
70,1979,6.80239,49
70,1980,6.90776,48
70,1981,6.90776,48
70,1982,7.17012,48
71,1976,6.69703,48
71,1977,6.80239,49
71,1978,6.8977,49
71,1979,6.95655,48
71,1980,7.1309,46
71,1981,7.24423,48
71,1982,7.40184,48
72,1976,6.47697,40
72,1977,6.62007,40
72,1978,6.62007,42
72,1979,6.68461,40
72,1980,6.85646,40
72,1981,6.90776,40
72,1982,7.00307,42
73,1976,6.46147,49
73,1977,6.65544,49
73,1978,6.73459,49
73,1979,6.81344,48
73,1980,6.91473,47
73,1981,6.8533,47
73,1982,7.11314,47
74,1976,5.4161,51
74,1977,5.52146,51
74,1978,5.59842,51
74,1979,5.70378,45
74,1980,5.76832,50
74,1981,5.8861,50
74,1982,5.85793,52
75,1976,5.66988,36
75,1977,5.99146,51
75,1978,6.08677,51
75,1979,6.17379,24
75,1980,6.25575,50
75,1981,6.43775,51
75,1982,6.44572,47
76,1976,5.16479,51
76,1977,5.62762,47
76,1978,5.84354,50
76,1979,5.96101,48
76,1980,6.02828,47
76,1981,6.15273,47
76,1982,6.24611,49
77,1976,5.52146,48
77,1977,5.70378,52
77,1978,6.20456,51
77,1979,6.05912,50
77,1980,6.19848,39
77,1981,6.16121,29
77,1982,6.2804,39
78,1976,5.70378,44
78,1977,5.78383,52
78,1978,5.78383,46
78,1979,6.16331,48
78,1980,6.21461,49
78,1981,6.21461,50
78,1982,6.30992,50
79,1976,5.42935,50
79,1977,5.47227,50
79,1978,5.64545,50
79,1979,5.68698,50
79,1980,5.85793,37
79,1981,5.95324,50
79,1982,6.05209,50
80,1976,6.74524,48
80,1977,6.81674,50
80,1978,6.65929,50
80,1979,7.09008,50
80,1980,7.07918,50
80,1981,6.98472,50
80,1982,7.26193,50
81,1976,6.35437,46
81,1977,6.33683,48
81,1978,6.43775,47
81,1979,6.39693,49
81,1980,7.23346,49
81,1981,7.35883,49
81,1982,7.17319,50
82,1976,6.62007,50
82,1977,6.66568,49
82,1978,6.81454,44
82,1979,6.88857,38
82,1980,6.9575,49
82,1981,6.93342,50
82,1982,7.06561,36
83,1976,6.12249,47
83,1977,6.08904,46
83,1978,6.29157,47
83,1979,6.39693,42
83,1980,6.49072,48
83,1981,6.59715,47
83,1982,6.56386,46
84,1976,6.58617,42
84,1977,6.62007,34
84,1978,6.62007,48
84,1979,6.40192,46
84,1980,6.77422,49
84,1981,6.9256,34
84,1982,6.70073,47
85,1976,6.16331,51
85,1977,6.22654,49
85,1978,6.32077,50
85,1979,6.4552,50
85,1980,6.51471,48
85,1981,6.62007,50
85,1982,6.66823,49
86,1976,6.21461,37
86,1977,6.71538,49
86,1978,6.43775,38
86,1979,6.65673,49
86,1980,6.65929,39
86,1981,6.86485,51
86,1982,6.65286,48
87,1976,6.54247,41
87,1977,6.60259,49
87,1978,6.74641,32
87,1979,6.86485,50
87,1980,6.95845,46
87,1981,7.01392,49
87,1982,7.11558,49
88,1976,6.3699,49
88,1977,6.39693,48
88,1978,6.55962,48
88,1979,6.73102,48
88,1980,6.86485,48
88,1981,7.15462,47
88,1982,7.2724,49
89,1976,6.05209,48
89,1977,6.02345,47
89,1978,6.30992,50
89,1979,6.38012,50
89,1980,6.65929,49
89,1981,6.68461,49
89,1982,6.73934,49
90,1976,6.21461,48
90,1977,6.21461,48
90,1978,6.30992,48
90,1979,6.39693,48
90,1980,6.21461,47
90,1981,6.39693,47
90,1982,6.65286,49
91,1976,6.34388,39
91,1977,6.41346,21
91,1978,6.72743,40
91,1979,6.76504,50
91,1980,6.85646,50
91,1981,7.00307,43
91,1982,7.17012,42
92,1976,6.47697,50
92,1977,6.58617,49
92,1978,6.7334,45
92,1979,6.81344,38
92,1980,6.9613,48
92,1981,6.50279,17
92,1982,6.70196,47
93,1976,5.99146,49
93,1977,6.17794,34
93,1978,6.17794,51
93,1979,6.39693,50
93,1980,6.50129,50
93,1981,6.60665,46
93,1982,6.90776,31
94,1976,6.79122,36
94,1977,6.84588,36
94,1978,6.87213,38
94,1979,6.95655,36
94,1980,7.09672,38
94,1981,7.16085,41
94,1982,7.16085,34
95,1976,6.28413,48
95,1977,6.32794,48
95,1978,6.47697,35
95,1979,6.50429,47
95,1980,6.58755,46
95,1981,6.76504,47
95,1982,6.81014,47
96,1976,6.90575,50
96,1977,6.90575,50
96,1978,7.34601,50
96,1979,7.20786,49
96,1980,7.52294,49
96,1981,7.67601,48
96,1982,7.78322,49
97,1976,6.10925,39
97,1977,6.22654,50
97,1978,6.31355,50
97,1979,6.41999,49
97,1980,6.51471,49
97,1981,6.62804,49
97,1982,6.83195,48
98,1976,6.72743,50
98,1977,6.8977,52
98,1978,6.98379,52
98,1979,7.07918,52
98,1980,7.17012,50
98,1981,7.14756,50
98,1982,7.36518,50
99,1976,5.78074,49
99,1977,5.826,49
99,1978,5.84644,50
99,1979,5.95584,45
99,1980,6.06611,47
99,1981,6.19032,45
99,1982,6.23637,49
100,1976,5.99146,44
100,1977,6.10925,51
100,1978,6.39693,51
100,1979,6.39693,51
100,1980,6.47697,50
100,1981,6.47697,51
100,1982,6.55108,51
101,1976,6.69703,47
101,1977,6.79682,47
101,1978,6.89467,36
101,1979,6.96885,46
101,1980,6.9256,43
101,1981,7.18007,44
101,1982,7.17242,45
102,1976,6.68461,50
102,1977,6.80239,50
102,1978,6.90776,49
102,1979,7.04752,48
102,1980,7.04752,49
102,1981,7.31322,49
102,1982,7.43838,49
103,1976,6.30992,35
103,1977,6.58617,35
103,1978,6.62007,44
103,1979,6.90776,43
103,1980,6.96602,42
103,1981,7.06902,42
103,1982,6.95655,43
104,1976,5.73657,52
104,1977,5.81413,51
104,1978,5.8999,50
104,1979,5.94017,50
104,1980,6.13123,50
104,1981,6.13123,49
104,1982,6.10925,48
105,1976,6.67203,49
105,1977,6.84268,48
105,1978,6.84055,47
105,1979,6.85646,48
105,1980,6.99485,49
105,1981,7.05618,46
105,1982,7.29709,47
106,1976,6.36303,49
106,1977,6.47697,51
106,1978,6.57228,50
106,1979,6.65929,49
106,1980,6.80239,49
106,1981,6.58893,48
106,1982,6.76849,49
107,1976,6.90575,47
107,1977,6.90575,48
107,1978,7.1309,48
107,1979,7.1309,45
107,1980,7.31322,41
107,1981,7.32975,42
107,1982,7.49554,47
108,1976,6.24611,31
108,1977,6.21461,51
108,1978,6.47697,45
108,1979,6.49677,49
108,1980,6.61473,48
108,1981,6.74524,47
108,1982,7.1309,45
109,1976,6.74524,48
109,1977,6.81344,48
109,1978,6.87213,48
109,1979,7.10661,47
109,1980,7.24423,47
109,1981,7.2998,47
109,1982,7.37776,49
110,1976,6.50728,47
110,1977,6.55108,46
110,1978,6.8773,46
110,1979,6.55108,46
110,1980,7.04752,47
110,1981,6.83411,47
110,1982,6.74524,40
111,1976,6.10925,50
111,1977,6.31355,49
111,1978,6.45362,49
111,1979,6.68461,49
111,1980,6.79122,51
111,1981,6.83518,52
111,1982,6.96791,49
112,1976,6.90575,49
112,1977,6.90575,49
112,1978,7.1107,49
112,1979,7.25134,48
112,1980,7.34601,46
112,1981,7.34601,46
112,1982,7.2998,48
113,1976,6.90575,39
113,1977,6.90575,36
113,1978,7.17012,50
113,1979,7.4553,48
113,1980,7.56008,48
113,1981,7.37212,39
113,1982,7.75577,39
114,1976,6.28972,50
114,1977,6.3613,50
114,1978,6.43615,50
114,1979,6.43455,50
114,1980,6.41182,49
114,1981,6.3699,49
114,1982,6.4677,49
115,1976,6.69456,49
115,1977,6.76849,49
115,1978,6.90776,49
115,1979,7.03966,49
115,1980,7.02554,49
115,1981,7.22766,49
115,1982,7.21229,48
116,1976,6.74052,50
116,1977,6.82979,50
116,1978,6.80239,49
116,1979,6.94698,48
116,1980,7.01031,50
116,1981,7.13569,49
116,1982,7.06817,48
117,1976,6.57925,38
117,1977,6.39693,36
117,1978,6.62007,39
117,1979,6.7093,42
117,1980,6.76849,39
117,1981,6.93537,27
117,1982,7.04752,43
118,1976,6.58617,41
118,1977,6.68461,48
118,1978,6.71538,48
118,1979,6.77422,47
118,1980,6.85646,41
118,1981,6.91672,43
118,1982,6.99942,47
119,1976,6.90575,50
119,1977,6.90575,50
119,1978,8.08641,51
119,1979,8.22951,49
119,1980,7.90986,52
119,1981,8.12089,50
119,1982,8.537,50
120,1976,6.24417,51
120,1977,6.39693,50
120,1978,6.90776,50
120,1979,6.90776,49
120,1980,6.77194,50
120,1981,6.86693,50
120,1982,6.90776,49
121,1976,6.90575,51
121,1977,6.90575,49
121,1978,7.46737,49
121,1979,7.52294,48
121,1980,7.6009,49
121,1981,7.50769,50
121,1982,7.64969,49
122,1976,6.62007,49
122,1977,6.71417,48
122,1978,6.81892,48
122,1979,6.97635,49
122,1980,6.92658,48
122,1981,7.00307,49
122,1982,7.00307,50
123,1976,6.30992,47
123,1977,6.55108,43
123,1978,6.56526,50
123,1979,6.74524,47
123,1980,6.93925,47
123,1981,6.95655,39
123,1982,7.00307,29
124,1976,6.8977,49
124,1977,6.90575,50
124,1978,7.17012,49
124,1979,7.31322,49
124,1980,7.37776,49
124,1981,7.49554,49
124,1982,7.49554,47
125,1976,6.22059,38
125,1977,6.30079,49
125,1978,6.37673,49
125,1979,6.50129,49
125,1980,6.62007,49
125,1981,6.78672,49
125,1982,6.91672,49
126,1976,6.41673,38
126,1977,6.4892,51
126,1978,6.6174,49
126,1979,6.70564,51
126,1980,6.85646,51
126,1981,6.43775,50
126,1982,5.7462,52
127,1976,6.83518,51
127,1977,6.90575,48
127,1978,7.08171,48
127,1979,7.09838,45
127,1980,7.37776,48
127,1981,7.43838,49
127,1982,7.35244,37
128,1976,5.52146,48
128,1977,5.89715,30
128,1978,6.35611,50
128,1979,6.47697,50
128,1980,6.54679,49
128,1981,6.65673,42
128,1982,6.76273,41
129,1976,6.07074,49
129,1977,6.12687,48
129,1978,6.21461,49
129,1979,6.27288,49
129,1980,6.32794,49
129,1981,6.44413,49
129,1982,6.49072,49
130,1976,6.48311,46
130,1977,6.52503,45
130,1978,6.608,46
130,1979,6.71538,46
130,1980,6.84055,46
130,1981,6.96979,46
130,1982,7.04752,46
131,1976,6.48311,45
131,1977,6.55393,43
131,1978,6.59987,45
131,1979,6.7093,45
131,1980,6.85646,43
131,1981,6.96791,38
131,1982,7.06219,41
132,1976,6.90575,51
132,1977,6.90575,51
132,1978,7.43838,50
132,1979,7.49554,50
132,1980,7.57558,51
132,1981,7.64969,46
132,1982,7.54697,50
133,1976,6.32794,51
133,1977,6.47697,50
133,1978,6.58617,50
133,1979,6.68461,50
133,1980,6.68461,50
133,1981,6.94119,50
133,1982,7.04752,40
134,1976,5.72031,47
134,1977,5.95842,48
134,1978,6.02102,51
134,1979,6.21461,49
134,1980,6.29157,49
134,1981,6.37161,48
134,1982,6.45362,49
135,1976,6.65286,49
135,1977,6.77422,49
135,1978,7.09008,47
135,1979,6.90776,48
135,1980,7.10824,48
135,1981,7.0282,48
135,1982,7.31322,48
136,1976,6.90575,48
136,1977,6.57925,51
136,1978,7.18311,50
136,1979,7.31322,51
136,1980,7.40853,49
136,1981,7.38647,47
136,1982,7.64779,48
137,1976,6.63726,49
137,1977,6.78559,49
137,1978,6.91274,49
137,1979,6.98286,49
137,1980,6.95655,50
137,1981,7.0193,49
137,1982,7.25347,50
138,1976,6.90575,47
138,1977,6.90575,48
138,1978,7.46737,48
138,1979,7.50384,49
138,1980,7.58579,45
138,1981,7.66388,48
138,1982,7.46737,47
139,1976,6.43775,51
139,1977,6.62007,51
139,1978,6.62007,51
139,1979,6.77422,50
139,1980,7.1309,51
139,1981,7.1507,49
139,1982,7.24423,49
140,1976,6.23048,44
140,1977,6.33328,48
140,1978,6.36475,48
140,1979,6.45047,49
140,1980,6.57228,48
140,1981,6.99393,38
140,1982,7.21891,52
141,1976,5.8861,46
141,1977,5.78383,44
141,1978,5.99146,45
141,1979,6.10925,51
141,1980,6.32077,50
141,1981,6.43775,50
141,1982,6.50578,49
142,1976,6.72143,47
142,1977,6.68085,45
142,1978,6.72623,48
142,1979,6.8773,47
142,1980,6.8773,47
142,1981,6.9613,47
142,1982,7.10906,47
143,1976,6.37161,50
143,1977,6.47697,49
143,1978,6.58617,49
143,1979,6.68461,49
143,1980,6.81344,48
143,1981,6.8773,48
143,1982,6.96602,48
144,1976,6.23048,49
144,1977,6.30992,50
144,1978,6.39693,49
144,1979,6.62007,49
144,1980,6.77422,49
144,1981,6.74993,48
144,1982,7.17012,48
145,1976,6.77422,48
145,1977,6.90575,49
145,1978,7.31322,49
145,1979,7.49554,49
145,1980,6.91374,49
145,1981,7.10988,49
145,1982,7.39817,49
146,1976,6.90575,48
146,1977,6.90575,48
146,1978,7.1309,48
146,1979,7.17012,48
146,1980,7.24423,48
146,1981,7.31322,48
146,1982,7.40853,48
147,1976,6.47697,47
147,1977,6.61338,48
147,1978,6.72143,48
147,1979,7.00307,48
147,1980,7.00307,47
147,1981,7.19818,49
147,1982,7.21008,47
148,1976,5.75257,45
148,1977,5.75257,50
148,1978,6.23441,50
148,1979,6.47697,47
148,1980,6.62007,51
148,1981,6.95655,50
148,1982,6.86693,49
149,1976,6.53669,36
149,1977,6.84162,36
149,1978,6.68461,36
149,1979,6.84055,36
149,1980,6.90776,39
149,1981,6.85646,36
149,1982,6.90776,37
150,1976,6.27099,48
150,1977,6.53959,37
150,1978,6.56667,32
150,1979,6.59578,47
150,1980,6.83841,40
150,1981,6.94022,42
150,1982,6.80351,5
151,1976,6.30992,50
151,1977,6.43294,50
151,1978,6.48158,46
151,1979,6.60665,49
151,1980,6.63332,50
151,1981,6.74524,48
151,1982,6.82763,46
152,1976,5.4161,50
152,1977,5.45959,44
152,1978,5.45959,48
152,1979,5.57973,43
152,1980,5.70378,6
152,1981,5.70378,6
152,1982,5.70378,35
153,1976,6.22456,49
153,1977,6.30992,37
153,1978,6.30992,49
153,1979,6.38519,48
153,1980,6.43455,22
